质数,个,质数差,质数差差
59359,5999,2,-4
59357,5998,6,-4
59351,5997,10,2
59341,5996,8,-44
59333,5995,52,44
59281,5994,8,-2
59273,5993,10,-10
59263,5992,20,16
59243,5991,4,-2
59239,5990,6,-6
59233,5989,12,10
59221,5988,2,-8
59219,5987,10,8
59209,5986,2,-8
59207,5985,10,-4
59197,5984,14,-2
59183,5983,16,8
59167,5982,8,-2
59159,5981,10,2
59149,5980,8,-10
59141,5979,18,14
59123,5978,4,-2
59119,5977,6,0
59113,5976,6,-8
59107,5975,14,4
59093,5974,10,4
59083,5973,6,-2
59077,5972,8,2
59069,5971,6,-4
59063,5970,10,8
59053,5969,2,-20
59051,5968,22,16
59029,5967,6,4
59023,5966,2,-8
59021,5965,10,8
59011,5964,2,-10
59009,5963,12,6
58997,5962,6,-6
58991,5961,12,0
58979,5960,12,8
58967,5959,4,-16
58963,5958,20,14
58943,5957,6,-10
58937,5956,16,8
58921,5955,8,4
58913,5954,4,2
58909,5953,2,-4
58907,5952,6,2
58901,5951,4,-4
58897,5950,8,-50
58889,5949,58,16
58831,5948,42,40
58789,5947,2,-14
58787,5946,16,8
58771,5945,8,2
58763,5944,6,-10
58757,5943,16,8
58741,5942,8,2
58733,5941,6,-10
58727,5940,16,4
58711,5939,12,6
58699,5938,6,0
58693,5937,6,-2
58687,5936,8,-10
58679,5935,18,14
58661,5934,4,-22
58657,5933,26,8
58631,5932,18,8
58613,5931,10,8
58603,5930,2,-20
58601,5929,22,16
58579,5928,6,0
58573,5927,6,-12
58567,5926,18,12
58549,5925,6,0
58543,5924,6,-20
58537,5923,26,-4
58511,5922,30,26
58481,5921,4,-20
58477,5920,24,22
58453,5919,2,-8
58451,5918,10,8
58441,5917,2,-10
58439,5916,12,2
58427,5915,10,4
58417,5914,6,-2
58411,5913,8,-2
58403,5912,10,8
58393,5911,2,-10
58391,5910,12,2
58379,5909,10,8
58369,5908,2,-2
58367,5907,4,-22
58363,5906,26,10
58337,5905,16,8
58321,5904,8,4
58313,5903,4,-34
58309,5902,38,10
58271,5901,28,22
58243,5900,6,0
58237,5899,6,4
58231,5898,2,-10
58229,5897,12,6
58217,5896,6,2
58211,5895,4,-4
58207,5894,8,2
58199,5893,6,2
58193,5892,4,-14
58189,5891,18,16
58171,5890,2,-14
58169,5889,16,14
58153,5888,2,-2
58151,5887,4,-14
58147,5886,18,0
58129,5885,18,16
58111,5884,2,-8
58109,5883,10,-16
58099,5882,26,20
58073,5881,6,0
58067,5880,6,2
58061,5879,4,-4
58057,5878,8,2
58049,5877,6,-6
58043,5876,12,8
58031,5875,4,-10
58027,5874,14,-8
58013,5873,22,8
57991,5872,14,10
57977,5871,4,-22
57973,5870,26,22
57947,5869,4,-16
57943,5868,20,14
57923,5867,6,-10
57917,5866,16,14
57901,5865,2,-16
57899,5864,18,-4
57881,5863,22,16
57859,5862,6,0
57853,5861,6,-2
57847,5860,8,-2
57839,5859,10,-10
57829,5858,20,14
57809,5857,6,-4
57803,5856,10,8
57793,5855,2,-2
57791,5854,4,-2
57787,5853,6,-2
57781,5852,8,-14
57773,5851,22,8
57751,5850,14,8
57737,5849,6,2
57731,5848,4,-4
57727,5847,8,2
57719,5846,6,2
57713,5845,4,-8
57709,5844,12,4
57697,5843,8,-2
57689,5842,10,-2
57679,5841,12,-2
57667,5840,14,10
57653,5839,4,-4
57649,5838,8,4
57641,5837,4,-32
57637,5836,36,28
57601,5835,8,2
57593,5834,6,-10
57587,5833,16,4
57571,5832,12,10
57559,5831,2,-26
57557,5830,28,26
57529,5829,2,-22
57527,5828,24,14
57503,5827,10,4
57493,5826,6,-14
57487,5825,20,10
57467,5824,10,-20
57457,5823,30,16
57427,5822,14,-2
57413,5821,16,8
57397,5820,8,2
57389,5819,6,-4
57383,5818,10,4
57373,5817,6,-12
57367,5816,18,16
57349,5815,2,-14
57347,5814,16,14
57331,5813,2,-26
57329,5812,28,14
57301,5811,14,10
57287,5810,4,-8
57283,5809,12,10
57271,5808,2,-8
57269,5807,10,2
57259,5806,8,-2
57251,5805,10,-8
57241,5804,18,16
57223,5803,2,-16
57221,5802,18,8
57203,5801,10,8
57193,5800,2,-10
57191,5799,12,6
57179,5798,6,-4
57173,5797,10,-4
57163,5796,14,8
57149,5795,6,2
57143,5794,4,-4
57139,5793,8,-4
57131,5792,12,0
57119,5791,12,2
57107,5790,10,2
57097,5789,8,-4
57089,5788,12,8
57077,5787,4,-10
57073,5786,14,2
57059,5785,12,6
57047,5784,6,2
57041,5783,4,-34
57037,5782,38,32
56999,5781,6,2
56993,5780,4,-2
56989,5779,6,-14
56983,5778,20,14
56963,5777,6,0
56957,5776,6,-4
56951,5775,10,-2
56941,5774,12,6
56929,5773,6,4
56923,5772,2,-8
56921,5771,10,8
56911,5770,2,-10
56909,5769,12,8
56897,5768,4,2
56893,5767,2,-16
56891,5766,18,2
56873,5765,16,2
56857,5764,14,-2
56843,5763,16,10
56827,5762,6,-2
56821,5761,8,4
56813,5760,4,2
56809,5759,2,-22
56807,5758,24,20
56783,5757,4,-2
56779,5756,6,0
56773,5755,6,-14
56767,5754,20,10
56747,5753,10,4
56737,5752,6,-12
56731,5751,18,16
56713,5750,2,-8
56711,5749,10,-4
56701,5748,14,8
56687,5747,6,-4
56681,5746,10,2
56671,5745,8,4
56663,5744,4,-22
56659,5743,26,22
56633,5742,4,-14
56629,5741,18,6
56611,5740,12,10
56599,5739,2,-4
56597,5738,6,-16
56591,5737,22,-4
56569,5736,26,16
56543,5735,10,8
56533,5734,2,-2
56531,5733,4,-4
56527,5732,8,-2
56519,5731,10,4
56509,5730,6,4
56503,5729,2,-10
56501,5728,12,2
56489,5727,10,8
56479,5726,2,-2
56477,5725,4,-2
56473,5724,6,-8
56467,5723,14,4
56453,5722,10,4
56443,5721,6,0
56437,5720,6,-8
56431,5719,14,-2
56417,5718,16,8
56401,5717,8,-2
56393,5716,10,4
56383,5715,6,-2
56377,5714,8,-2
56369,5713,10,-16
56359,5712,26,4
56333,5711,22,10
56311,5710,12,-18
56299,5709,30,28
56269,5708,2,-2
56267,5707,4,-10
56263,5706,14,4
56249,5705,10,8
56239,5704,2,-26
56237,5703,28,26
56209,5702,2,-8
56207,5701,10,-8
56197,5700,18,10
56179,5699,8,4
56171,5698,4,-14
56167,5697,18,0
56149,5696,18,10
56131,5695,8,-2
56123,5694,10,-2
56113,5693,12,10
56101,5692,2,-4
56099,5691,6,0
56093,5690,6,0
56087,5689,6,-22
56081,5688,28,16
56053,5687,12,10
56041,5686,2,-28
56039,5685,30,24
56009,5684,6,0
56003,5683,6,-4
55997,5682,10,-10
55987,5681,20,2
55967,5680,18,2
55949,5679,16,14
55933,5678,2,-2
55931,5677,4,-2
55927,5676,6,-12
55921,5675,18,16
55903,5674,2,-2
55901,5673,4,-4
55897,5672,8,-10
55889,5671,18,-4
55871,5670,22,16
55849,5669,6,0
55843,5668,6,-2
55837,5667,8,2
55829,5666,6,2
55823,5665,4,2
55819,5664,2,-2
55817,5663,4,-2
55813,5662,6,-2
55807,5661,8,2
55799,5660,6,0
55793,5659,6,-18
55787,5658,24,-6
55763,5657,30,18
55733,5656,12,8
55721,5655,4,-2
55717,5654,6,-8
55711,5653,14,8
55697,5652,6,-4
55691,5651,10,2
55681,5650,8,2
55673,5649,6,2
55667,5648,4,2
55663,5647,2,-20
55661,5646,22,16
55639,5645,6,4
55633,5644,2,-8
55631,5643,10,8
55621,5642,2,-8
55619,5641,10,4
55609,5640,6,-8
55603,5639,14,4
55589,5638,10,-22
55579,5637,32,26
55547,5636,6,-6
55541,5635,12,-6
55529,5634,18,8
55511,5633,10,-4
55501,5632,14,-4
55487,5631,18,6
55469,5630,12,-4
55457,5629,16,14
55441,5628,2,-26
55439,5627,28,16
55411,5626,12,-6
55399,5625,18,10
55381,5624,8,-14
55373,5623,22,14
55351,5622,8,4
55343,5621,4,2
55339,5620,2,-2
55337,5619,4,2
55333,5618,2,-16
55331,5617,18,-4
55313,5616,22,-10
55291,5615,32,22
55259,5614,10,4
55249,5613,6,-8
55243,5612,14,4
55229,5611,10,8
55219,5610,2,-2
55217,5609,4,-2
55213,5608,6,0
55207,5607,6,-24
55201,5606,30,22
55171,5605,8,-8
55163,5604,16,-4
55147,5603,20,10
55127,5602,10,2
55117,5601,8,2
55109,5600,6,-18
55103,5599,24,18
55079,5598,6,-6
55073,5597,12,8
55061,5596,4,-2
55057,5595,6,4
55051,5594,2,-26
55049,5593,28,16
55021,5592,12,4
55009,5591,8,-10
55001,5590,18,14
54983,5589,4,-2
54979,5588,6,-8
54973,5587,14,4
54959,5586,10,2
54949,5585,8,-14
54941,5584,22,20
54919,5583,2,-8
54917,5582,10,-16
54907,5581,26,22
54881,5580,4,-4
54877,5579,8,-10
54869,5578,18,0
54851,5577,18,14
54833,5576,4,-26
54829,5575,30,18
54799,5574,12,4
54787,5573,8,2
54779,5572,6,0
54773,5571,6,-10
54767,5570,16,-8
54751,5569,24,18
54727,5568,6,-2
54721,5567,8,4
54713,5566,4,-26
54709,5565,30,24
54679,5564,6,0
54673,5563,6,-14
54667,5562,20,4
54647,5561,16,14
54631,5560,2,-4
54629,5559,6,0
54623,5558,6,-10
54617,5557,16,-2
54601,5556,18,16
54583,5555,2,-2
54581,5554,4,-10
54577,5553,14,10
54563,5552,4,-8
54559,5551,12,6
54547,5550,6,4
54541,5549,2,-16
54539,5548,18,14
54521,5547,4,-10
54517,5546,14,10
54503,5545,4,2
54499,5544,2,-2
54497,5543,4,-20
54493,5542,24,4
54469,5541,20,14
54449,5540,6,0
54443,5539,6,-10
54437,5538,16,14
54421,5537,2,-4
54419,5536,6,2
54413,5535,4,-2
54409,5534,6,4
54403,5533,2,-22
54401,5532,24,18
54377,5531,6,2
54371,5530,4,-2
54367,5529,6,-8
54361,5528,14,-2
54347,5527,16,8
54331,5526,8,4
54323,5525,4,-4
54319,5524,8,-10
54311,5523,18,12
54293,5522,6,-4
54287,5521,10,2
54277,5520,8,-10
54269,5519,18,-16
54251,5518,34,10
54217,5517,24,12
54193,5516,12,-2
54181,5515,14,10
54167,5514,4,-8
54163,5513,12,0
54151,5512,12,6
54139,5511,6,-6
54133,5510,12,-8
54121,5509,20,10
54101,5508,10,2
54091,5507,8,-16
54083,5506,24,14
54059,5505,10,-2
54049,5504,12,-12
54037,5503,24,22
54013,5502,2,-8
54011,5501,10,2
54001,5500,8,2
53993,5499,6,-22
53987,5498,28,20
53959,5497,8,-4
53951,5496,12,0
53939,5495,12,8
53927,5494,4,-2
53923,5493,6,-12
53917,5492,18,16
53899,5491,2,-4
53897,5490,6,2
53891,5489,4,-2
53887,5488,6,-14
53881,5487,20,16
53861,5486,4,-4
53857,5485,8,-10
53849,5484,18,6
53831,5483,12,6
53819,5482,6,-16
53813,5481,22,14
53791,5480,8,2
53783,5479,6,2
53777,5478,4,-10
53773,5477,14,-14
53759,5476,28,16
53731,5475,12,10
53719,5474,2,-16
53717,5473,18,12
53699,5472,6,-6
53693,5471,12,-12
53681,5470,24,20
53657,5469,4,-10
53653,5468,14,8
53639,5467,6,2
53633,5466,4,-2
53629,5465,6,0
53623,5464,6,0
53617,5463,6,4
53611,5462,2,-10
53609,5461,12,8
53597,5460,4,2
53593,5459,2,-20
53591,5458,22,4
53569,5457,18,16
53551,5456,2,-20
53549,5455,22,2
53527,5454,20,16
53507,5453,4,-20
53503,5452,24,-2
53479,5451,26,14
53453,5450,12,8
53441,5449,4,-14
53437,5448,18,10
53419,5447,8,4
53411,5446,4,-2
53407,5445,6,-14
53401,5444,20,16
53381,5443,4,-14
53377,5442,18,12
53359,5441,6,-20
53353,5440,26,22
53327,5439,4,-10
53323,5438,14,4
53309,5437,10,-8
53299,5436,18,16
53281,5435,2,-8
53279,5434,10,8
53269,5433,2,-26
53267,5432,28,22
53239,5431,6,4
53233,5430,2,-28
53231,5429,30,26
53201,5428,4,-4
53197,5427,8,-8
53189,5426,16,14
53173,5425,2,-8
53171,5424,10,-2
53161,5423,12,10
53149,5422,2,-16
53147,5421,18,6
53129,5420,12,8
53117,5419,4,-8
53113,5418,12,4
53101,5417,8,4
53093,5416,4,2
53089,5415,2,-8
53087,5414,10,2
53077,5413,8,-10
53069,5412,18,14
53051,5411,4,-26
53047,5410,30,16
53017,5409,14,10
53003,5408,4,-14
52999,5407,18,10
52981,5406,8,2
52973,5405,6,2
52967,5404,4,-2
52963,5403,6,0
52957,5402,6,-8
52951,5401,14,-4
52937,5400,18,2
52919,5399,16,14
52903,5398,2,-10
52901,5397,12,6
52889,5396,6,2
52883,5395,4,-14
52879,5394,18,16
52861,5393,2,-20
52859,5392,22,2
52837,5391,20,16
52817,5390,4,-2
52813,5389,6,-18
52807,5388,24,10
52783,5387,14,2
52769,5386,12,2
52757,5385,10,-4
52747,5384,14,8
52733,5383,6,0
52727,5382,6,-4
52721,5381,10,8
52711,5380,2,-10
52709,5379,12,6
52697,5378,6,-12
52691,5377,18,12
52673,5376,6,-22
52667,5375,28,20
52639,5374,8,4
52631,5373,4,-14
52627,5372,18,-8
52609,5371,26,22
52583,5370,4,-4
52579,5369,8,4
52571,5368,4,-2
52567,5367,6,-2
52561,5366,8,-2
52553,5365,10,8
52543,5364,2,-10
52541,5363,12,0
52529,5362,12,6
52517,5361,6,-4
52511,5360,10,-2
52501,5359,12,-20
52489,5358,32,28
52457,5357,4,-16
52453,5356,20,-22
52433,5355,42,38
52391,5354,4,-4
52387,5353,8,-2
52379,5352,10,4
52369,5351,6,4
52363,5350,2,-38
52361,5349,40,32
52321,5348,8,-4
52313,5347,12,2
52301,5346,10,8
52291,5345,2,-20
52289,5344,22,14
52267,5343,8,2
52259,5342,6,2
52253,5341,4,-8
52249,5340,12,-2
52237,5339,14,-8
52223,5338,22,10
52201,5337,12,6
52189,5336,6,4
52183,5335,2,-2
52181,5334,4,-10
52177,5333,14,4
52163,5332,10,4
52153,5331,6,-14
52147,5330,20,14
52127,5329,6,-12
52121,5328,18,-4
52103,5327,22,10
52081,5326,12,10
52069,5325,2,-8
52067,5324,10,4
52057,5323,6,-18
52051,5322,24,18
52027,5321,6,-6
52021,5320,12,-6
52009,5319,18,4
51991,5318,14,10
51977,5317,4,2
51973,5316,2,-20
51971,5315,22,14
51949,5314,8,-4
51941,5313,12,-4
51929,5312,16,10
51913,5311,6,-2
51907,5310,8,2
51899,5309,6,-16
51893,5308,22,20
51871,5307,2,-8
51869,5306,10,4
51859,5305,6,-8
51853,5304,14,4
51839,5303,10,8
51829,5302,2,-8
51827,5301,10,-4
51817,5300,14,8
51803,5299,6,-4
51797,5298,10,-8
51787,5297,18,16
51769,5296,2,-16
51767,5295,18,-10
51749,5294,28,26
51721,5293,2,-4
51719,5292,6,-16
51713,5291,22,14
51691,5290,8,4
51683,5289,4,-2
51679,5288,6,-8
51673,5287,14,2
51659,5286,12,2
51647,5285,10,4
51637,5284,6,-12
51631,5283,18,12
51613,5282,6,-2
51607,5281,8,2
51599,5280,6,-6
51593,5279,12,8
51581,5278,4,-10
51577,5277,14,2
51563,5276,12,0
51551,5275,12,-6
51539,5274,18,14
51521,5273,4,-2
51517,5272,6,-2
51511,5271,8,-8
51503,5270,16,10
51487,5269,6,4
51481,5268,2,-4
51479,5267,6,-6
51473,5266,12,0
51461,5265,12,2
51449,5264,10,8
51439,5263,2,-4
51437,5262,6,2
51431,5261,4,-2
51427,5260,6,4
51421,5259,2,-4
51419,5258,6,0
51413,5257,6,-18
51407,5256,24,2
51383,5255,22,10
51361,5254,12,10
51349,5253,2,-2
51347,5252,4,2
51343,5251,2,-10
51341,5250,12,-10
51329,5249,22,2
51307,5248,20,16
51287,5247,4,-16
51283,5246,20,14
51263,5245,6,-10
51257,5244,16,14
51241,5243,2,-8
51239,5242,10,-2
51229,5241,12,-2
51217,5240,14,10
51203,5239,4,2
51199,5238,2,-2
51197,5237,4,-20
51193,5236,24,12
51169,5235,12,6
51157,5234,6,-8
51151,5233,14,10
51137,5232,4,2
51133,5231,2,-20
51131,5230,22,-16
51109,5229,38,28
51071,5228,10,8
51061,5227,2,-10
51059,5226,12,8
51047,5225,4,-8
51043,5224,12,-18
51031,5223,30,22
51001,5222,8,4
50993,5221,4,-14
50989,5220,18,16
50971,5219,2,-10
50969,5218,12,6
50957,5217,6,-16
50951,5216,22,16
50929,5215,6,-8
50923,5214,14,-2
50909,5213,16,14
50893,5212,2,-16
50891,5211,18,12
50873,5210,6,-4
50867,5209,10,2
50857,5208,8,-2
50849,5207,10,4
50839,5206,6,-6
50833,5205,12,-20
50821,5204,32,20
50789,5203,12,8
50777,5202,4,-2
50773,5201,6,-8
50767,5200,14,2
50753,5199,12,-6
50741,5198,18,2
50723,5197,16,-8
50707,5196,24,12
50683,5195,12,-8
50671,5194,20,16
50651,5193,4,-16
50647,5192,20,-8
50627,5191,28,22
50599,5190,6,4
50593,5189,2,-2
50591,5188,4,-2
50587,5187,6,-24
50581,5186,30,28
50551,5185,2,-4
50549,5184,6,2
50543,5183,4,-8
50539,5182,12,-2
50527,5181,14,4
50513,5180,10,4
50503,5179,6,-30
50497,5178,36,34
50461,5177,2,-16
50459,5176,18,0
50441,5175,18,12
50423,5174,6,0
50417,5173,6,-18
50411,5172,24,20
50387,5171,4,-2
50383,5170,6,-8
50377,5169,14,10
50363,5168,4,-14
50359,5167,18,10
50341,5166,8,4
50333,5165,4,-4
50329,5164,8,-2
50321,5163,10,-10
50311,5162,20,16
50291,5161,4,-10
50287,5160,14,4
50273,5159,10,8
50263,5158,2,-28
50261,5157,30,26
50231,5156,4,-2
50227,5155,6,-8
50221,5154,14,-16
50207,5153,30,12
50177,5152,18,12
50159,5151,6,0
50153,5150,6,-10
50147,5149,16,14
50131,5148,2,-4
50129,5147,6,2
50123,5146,4,-4
50119,5145,8,-2
50111,5144,10,2
50101,5143,8,2
50093,5142,6,-4
50087,5141,10,2
50077,5140,8,-8
50069,5139,16,14
50053,5138,2,-2
50051,5137,4,-10
50047,5136,14,4
50033,5135,10,8
50023,5134,2,-20
50021,5133,22,16
49999,5132,6,4
49993,5131,2,-32
49991,5130,34,20
49957,5129,14,10
49943,5128,4,2
49939,5127,2,-8
49937,5126,10,4
49927,5125,6,4
49921,5124,2,-26
49919,5123,28,14
49891,5122,14,8
49877,5121,6,-12
49871,5120,18,8
49853,5119,10,-2
49843,5118,12,4
49831,5117,8,-4
49823,5116,12,8
49811,5115,4,-2
49807,5114,6,-6
49801,5113,12,10
49789,5112,2,-2
49787,5111,4,-22
49783,5110,26,16
49757,5109,10,4
49747,5108,6,4
49741,5107,2,-10
49739,5106,12,-4
49727,5105,16,2
49711,5104,14,-2
49697,5103,16,4
49681,5102,12,10
49669,5101,2,-2
49667,5100,4,-20
49663,5099,24,18
49639,5098,6,0
49633,5097,6,-8
49627,5096,14,4
49613,5095,10,4
49603,5094,6,-32
49597,5093,38,28
49559,5092,10,8
49549,5091,2,-8
49547,5090,10,4
49537,5089,6,4
49531,5088,2,-4
49529,5087,6,-18
49523,5086,24,6
49499,5085,18,14
49481,5084,4,-10
49477,5083,14,10
49463,5082,4,-4
49459,5081,8,-10
49451,5080,18,14
49433,5079,4,-8
49429,5078,12,6
49417,5077,6,4
49411,5076,2,-14
49409,5075,16,14
49393,5074,2,-20
49391,5073,22,20
49369,5072,2,-2
49367,5071,4,-20
49363,5070,24,18
49339,5069,6,4
49333,5068,2,-22
49331,5067,24,14
49307,5066,10,-8
49297,5065,18,16
49279,5064,2,-14
49277,5063,16,8
49261,5062,8,-22
49253,5061,30,18
49223,5060,12,8
49211,5059,4,-2
49207,5058,6,4
49201,5057,2,-4
49199,5056,6,-10
49193,5055,16,10
49177,5054,6,4
49171,5053,2,-10
49169,5052,12,-6
49157,5051,18,2
49139,5050,16,14
49123,5049,2,-2
49121,5048,4,-4
49117,5047,8,2
49109,5046,6,-16
49103,5045,22,10
49081,5044,12,0
49069,5043,12,-2
49057,5042,14,8
49043,5041,6,2
49037,5040,4,2
49033,5039,2,-10
49031,5038,12,2
49019,5037,10,4
49009,5036,6,-6
49003,5035,12,10
48991,5034,2,-14
48989,5033,16,-4
48973,5032,20,14
48953,5031,6,-34
48947,5030,40,22
48907,5029,18,12
48889,5028,6,-6
48883,5027,12,10
48871,5026,2,-8
48869,5025,10,8
48859,5024,2,-8
48857,5023,10,-14
48847,5022,24,22
48823,5021,2,-2
48821,5020,4,-4
48817,5019,8,-2
48809,5018,10,-2
48799,5017,12,6
48787,5016,6,4
48781,5015,2,-10
48779,5014,12,6
48767,5013,6,2
48761,5012,4,-2
48757,5011,6,-12
48751,5010,18,16
48733,5009,2,-50
48731,5008,52,50
48679,5007,2,-2
48677,5006,4,-8
48673,5005,12,0
48661,5004,12,10
48649,5003,2,-22
48647,5002,24,20
48623,5001,4,-4
48619,5000,8,-10
48611,4999,18,14
48593,4998,4,-14
48589,4997,18,10
48571,4996,8,-14
48563,4995,22,20
48541,4994,2,-4
48539,4993,6,0
48533,4992,6,2
48527,4991,4,-22
48523,4990,26,20
48497,4989,6,2
48491,4988,4,-2
48487,4987,6,4
48481,4986,2,-4
48479,4985,6,-4
48473,4984,10,-4
48463,4983,14,2
48449,4982,12,-12
48437,4981,24,20
48413,4980,4,2
48409,4979,2,-8
48407,4978,10,-4
48397,4977,14,2
48383,4976,12,-6
48371,4975,18,6
48353,4974,12,8
48341,4973,4,-20
48337,4972,24,22
48313,4971,2,-10
48311,4970,12,-6
48299,4969,18,8
48281,4968,10,-2
48271,4967,12,0
48259,4966,12,4
48247,4965,8,-10
48239,4964,18,-6
48221,4963,24,20
48197,4962,4,-2
48193,4961,6,-2
48187,4960,8,-8
48179,4959,16,10
48163,4958,6,-20
48157,4957,26,16
48131,4956,10,8
48121,4955,2,-8
48119,4954,10,-8
48109,4953,18,6
48091,4952,12,6
48079,4951,6,-18
48073,4950,24,4
48049,4949,20,14
48029,4948,6,0
48023,4947,6,-30
48017,4946,36,32
47981,4945,4,-4
47977,4944,8,2
47969,4943,6,-6
47963,4942,12,8
47951,4941,4,-4
47947,4940,8,2
47939,4939,6,-10
47933,4938,16,10
47917,4937,6,-2
47911,4936,8,-14
47903,4935,22,10
47881,4934,12,0
47869,4933,12,-2
47857,4932,14,8
47843,4931,6,-12
47837,4930,18,8
47819,4929,10,8
47809,4928,2,-8
47807,4927,10,4
47797,4926,6,-6
47791,4925,12,10
47779,4924,2,-32
47777,4923,34,32
47743,4922,2,-2
47741,4921,4,-16
47737,4920,20,16
47717,4919,4,2
47713,4918,2,-8
47711,4917,10,8
47701,4916,2,-16
47699,4915,18,-4
47681,4914,22,20
47659,4913,2,-2
47657,4912,4,-10
47653,4911,14,4
47639,4910,10,4
47629,4909,6,-8
47623,4908,14,4
47609,4907,10,2
47599,4906,8,-2
47591,4905,10,-2
47581,4904,12,6
47569,4903,6,-14
47563,4902,20,10
47543,4901,10,4
47533,4900,6,0
47527,4899,6,-2
47521,4898,8,2
47513,4897,6,0
47507,4896,6,2
47501,4895,4,-2
47497,4894,6,-26
47491,4893,32,14
47459,4892,18,8
47441,4891,10,-2
47431,4890,12,10
47419,4889,2,-8
47417,4888,10,-8
47407,4887,18,16
47389,4886,2,-4
47387,4885,6,-12
47381,4884,18,8
47363,4883,10,8
47353,4882,2,-10
47351,4881,12,-10
47339,4880,22,14
47317,4879,8,2
47309,4878,6,0
47303,4877,6,2
47297,4876,4,-2
47293,4875,6,-2
47287,4874,8,-2
47279,4873,10,-8
47269,4872,18,4
47251,4871,14,-2
47237,4870,16,2
47221,4869,14,-4
47207,4868,18,-10
47189,4867,28,16
47161,4866,12,10
47149,4865,2,-2
47147,4864,4,-2
47143,4863,6,-2
47137,4862,8,2
47129,4861,6,2
47123,4860,4,-4
47119,4859,8,-10
47111,4858,18,12
47093,4857,6,-22
47087,4856,28,26
47059,4855,2,-4
47057,4854,6,-4
47051,4853,10,-14
47041,4852,24,4
47017,4851,20,16
46997,4850,4,-32
46993,4849,36,12
46957,4848,24,10
46933,4847,14,-4
46919,4846,18,6
46901,4845,12,0
46889,4844,12,2
46877,4843,10,4
46867,4842,6,-2
46861,4841,8,-14
46853,4840,22,20
46831,4839,2,-8
46829,4838,10,8
46819,4837,2,-4
46817,4836,6,2
46811,4835,4,-32
46807,4834,36,34
46771,4833,2,-10
46769,4832,12,6
46757,4831,6,2
46751,4830,4,-16
46747,4829,20,16
46727,4828,4,-16
46723,4827,20,8
46703,4826,12,8
46691,4825,4,-2
46687,4824,6,4
46681,4823,2,-14
46679,4822,16,2
46663,4821,14,8
46649,4820,6,2
46643,4819,4,-2
46639,4818,6,-8
46633,4817,14,-4
46619,4816,18,8
46601,4815,10,8
46591,4814,2,-14
46589,4813,16,10
46573,4812,6,-2
46567,4811,8,-2
46559,4810,10,-16
46549,4809,26,14
46523,4808,12,8
46511,4807,4,-4
46507,4806,8,-2
46499,4805,10,-2
46489,4804,12,6
46477,4803,6,-8
46471,4802,14,8
46457,4801,6,2
46451,4800,4,-2
46447,4799,6,4
46441,4798,2,-26
46439,4797,28,16
46411,4796,12,-6
46399,4795,18,-12
46381,4794,30,28
46351,4793,2,-10
46349,4792,12,2
46337,4791,10,-8
46327,4790,18,16
46309,4789,2,-4
46307,4788,6,-16
46301,4787,22,16
46279,4786,6,4
46273,4785,2,-8
46271,4784,10,-14
46261,4783,24,16
46237,4782,8,-2
46229,4781,10,-10
46219,4780,20,8
46199,4779,12,8
46187,4778,4,2
46183,4777,2,-8
46181,4776,10,-8
46171,4775,18,12
46153,4774,6,0
46147,4773,6,-2
46141,4772,8,-22
46133,4771,30,26
46103,4770,4,-2
46099,4769,6,4
46093,4768,2,-16
46091,4767,18,6
46073,4766,12,2
46061,4765,10,8
46051,4764,2,-20
46049,4763,22,16
46027,4762,6,-26
46021,4761,32,22
45989,4760,10,2
45979,4759,8,-4
45971,4758,12,6
45959,4757,6,2
45953,4756,4,-2
45949,4755,6,-44
45943,4754,50,44
45893,4753,6,-12
45887,4752,18,12
45869,4751,6,-4
45863,4750,10,-2
45853,4749,12,4
45841,4748,8,2
45833,4747,6,2
45827,4746,4,2
45823,4745,2,-2
45821,4744,4,-34
45817,4743,38,26
45779,4742,12,8
45767,4741,4,-2
45763,4740,6,0
45757,4739,6,-8
45751,4738,14,-16
45737,4737,30,20
45707,4736,10,4
45697,4735,6,-8
45691,4734,14,10
45677,4733,4,-2
45673,4732,6,-2
45667,4731,8,-10
45659,4730,18,8
45641,4729,10,-8
45631,4728,18,4
45613,4727,14,4
45599,4726,10,8
45589,4725,2,-16
45587,4724,18,6
45569,4723,12,8
45557,4722,4,-8
45553,4721,12,4
45541,4720,8,-2
45533,4719,10,-10
45523,4718,20,14
45503,4717,6,0
45497,4716,6,-4
45491,4715,10,-32
45481,4714,42,36
45439,4713,6,0
45433,4712,6,-8
45427,4711,14,4
45413,4710,10,-4
45403,4709,14,2
45389,4708,12,-4
45377,4707,16,-2
45361,4706,18,16
45343,4705,2,-2
45341,4704,4,-4
45337,4703,8,-2
45329,4702,10,8
45319,4701,2,-8
45317,4700,10,-4
45307,4699,14,10
45293,4698,4,-4
45289,4697,8,-10
45281,4696,18,14
45263,4695,4,-8
45259,4694,12,-2
45247,4693,14,-22
45233,4692,36,30
45197,4691,6,-4
45191,4690,10,8
45181,4689,2,-16
45179,4688,18,-4
45161,4687,22,20
45139,4686,2,-4
45137,4685,6,2
45131,4684,4,-2
45127,4683,6,4
45121,4682,2,-34
45119,4681,36,30
45083,4680,6,-10
45077,4679,16,8
45061,4678,8,-32
45053,4677,40,34
45013,4676,6,-14
45007,4675,20,16
44987,4674,4,-8
44983,4673,12,4
44971,4672,8,4
44963,4671,4,-2
44959,4670,6,-8
44953,4669,14,2
44939,4668,12,2
44927,4667,10,2
44917,4666,8,-8
